insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Từ Điển Tiếng “Em” - Tái Bản 2021', 115, '2010/03/05', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sword Art Online 21 - Bản Đặc Biệt - Tặng Kèm Bookmark PVC + Huy Hiệu Nhân Vật Thiết Kế In Ấn Độc Đáo Tem Độc Quyền Của Kadokawa', 339, '2010/08/30', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Kẻ Lãng Quên', 372, '2016/03/08', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nữ Pháp Y - Tập 1', 370, '2015/03/13', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Mình Phải Sống Như Biển Rộng Sông Dài', 423, '2002/12/01', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bá Tước Monte Cristo (Tái Bản 2020)', 417, '2010/11/22', 4);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Xa Lạ', 198, '2003/04/07', 7);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tìm Em Nơi Anh - Find Me', 223, '2006/11/20', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Yêu Anh Hơn Cả Tử Thần (Tái Bản 2019)', 496, '2007/01/13', 27);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Án Mạng Ở Bar Khuyên Tử', 332, '2011/01/01', 28);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Quên Một Người Là Chuyện Của Thời Gian', 485, '2007/11/22', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'All In Love - Ngập Tràn Yêu Thương (Tái Bản 2020)', 357, '2005/05/17', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Date A Live - Tập 11 - Tobiichi Devil', 328, '2007/07/11', 14);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sword Art Online Aincrad 001 (Tái Bản)', 305, '2016/08/13', 21);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Những Câu Chuyện Đáng Sợ. Những Thần Thoại Ớn Xương', 131, '2004/02/28', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tâm An Ắt Bình An', 433, '2001/09/23', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chờ Em Lớn Nhé Được Không? (Tái Bản)', 192, '2002/08/15', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vì Em, Anh Nguyện Yêu Cả Thế Giới Này', 293, '2003/06/27', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Hàn Mặc Tử Thơ Và Đời', 437, '2016/04/28', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Giết Con Chim Nhại (Tái Bản 2019)', 413, '2015/01/22', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vợ Nhặt (Tái Bản 2018)', 303, '2006/06/21', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Drama Nuôi Tôi Lớn Loài Người Dạy Tôi Khôn', 129, '2010/05/20', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Pachinko', 236, '2002/11/24', 29);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đừng Tự Dối Mình', 480, '2006/07/11', 7);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Mông Cổ Bí Sử', 222, '2010/01/26', 15);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Một Lít Nước Mắt (Tái Bản 2019)', 340, '2004/10/08', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Cao Thủ “Đổi Đen Thay Trắng” - Tập 1', 226, '2012/02/13', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Pháo Đài Số (Tái Bản 2021)', 486, '2009/03/14', 27);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sword Art Online Progressive 001', 177, '2015/11/05', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Ma Vương Kiến Tạo - Hầm Ngục Kiên Cố Nhất Chính Là Thành Phố Hiện Đại - Tập 7', 339, '2013/12/12', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Thế Giới Rộng Lớn Lòng Người Chật Hẹp', 206, '2006/12/02', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đông Chu Liệt Quốc (Bộ 6 Tập - Kèm Hộp)', 464, '2011/11/29', 4);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vách Núi Tử Thần - Series Bác Sĩ Pháp Y Tần Minh (Tái Bản 2021)', 449, '2007/04/26', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chuyện Tình Thanh Xuân Bi Hài Của Tôi Quả Nhiên Là Sai Lầm - Tập 12 - Bản Đặc Biệt Bìa Cứng - Tặng Kèm Bookmark Mica + Thẻ Nhân Vật', 239, '2016/03/07', 23);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Gần Mặt Cách Lòng', 468, '2010/04/25', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Biểu Tượng Thất Truyền (Tái Bản 2020)', 157, '2010/12/21', 27);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đen Trắng', 496, '2001/11/18', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Cự Giải (Tái Bản 2019)', 213, '2002/06/18', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sherlock Holmes (Trọn Bộ 3 Cuốn)', 162, '2009/02/11', 20);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bàng Môn Tả Đạo - Tặng Kèm Bookmark 2 Mặt + Postcard Coming Soon', 335, '2009/10/14', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tàn Uế', 159, '2015/03/23', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Thả Thính Chân Kinh - Tặng Kèm 1 Bookmark + 2 Giấy Viết Thư', 296, '2016/02/06', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chuyện Xứ Lang Biang - Biến Cố Ở Trương Đămri - Tập 2 - Tặng Kèm 1 Sổ Thần Chú Ngẫu Nhiên Và 1 Bookmark Màu Ngẫu Nhiên', 206, '2016/12/01', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Totto-Chan Bên Cửa Sổ (Tái Bản 2019)', 143, '2012/07/20', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Grimgar - Ảo Ảnh Và Tro Tàn - Tập 6', 427, '2012/07/13', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tôi Thích Một Cô Gái Nhưng Chẳng Dám Ngỏ Lời - Tập 2 - Tặng Kèm Dải Obi + Bookmark + Thiệp Trái Tim 2 Mặt', 406, '2010/12/30', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tôi Thích Tin Tức Tố Của Cậu - Tập 2', 470, '2016/02/22', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Trầm Hương', 347, '2004/05/18', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Gosick - Tập 9 - Tặng Kèm Bookmark', 320, '2006/12/15', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chuyện Xứ Lang Biang - Biến Cố Ở Trương Đămri - Tập 2 - Tặng Kèm 1 Sổ Thần Chú Ngẫu Nhiên Và 1 Bookmark Màu Ngẫu Nhiên', 105, '2009/05/21', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Gosick - Tập 8 - Tặng Kèm Bookmark', 341, '2006/12/03', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Totto-Chan Bên Cửa Sổ (Tái Bản 2019)', 416, '2010/05/28', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Ma Vương Kiến Tạo - Hầm Ngục Kiên Cố Nhất Chính Là Thành Phố Hiện Đại - Tập 8 - Tặng Kèm Bookmark', 495, '2008/12/06', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Thả Thính Chân Kinh - Tặng Kèm 1 Bookmark + 2 Giấy Viết Thư', 436, '2016/04/26', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Grimgar - Ảo Ảnh Và Tro Tàn - Tập 6', 409, '2003/08/07', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tôi Thích Một Cô Gái Nhưng Chẳng Dám Ngỏ Lời - Tập 2 - Tặng Kèm Dải Obi + Bookmark + Thiệp Trái Tim 2 Mặt', 401, '2012/09/24', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tai Mèo & Mặt Ngầu Tập 3 - Ổ Mèo Náo Loạn', 114, '2009/08/31', 28);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đi Tìm Mảnh Ghép Gia Đình', 121, '2004/12/27', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Cảm Ơn Anh Đã Đánh Mất Em', 163, '2011/01/18', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Cao Thủ “Đổi Đen Thay Trắng” - Tập 5', 301, '2007/02/21', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Xử Nữ (Tái Bản 2019)', 371, '2004/08/10', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Những Cuộc Phiêu Lưu Của Tom Sawyer', 188, '2015/11/09', 24);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Cái Tên Khắc Sâu Trong Tim Người - Bản Đặc Biệt - Tặng Kèm Bookmark + Postcard + Huy Hiệu + Poster', 258, '2013/02/10', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Thần Thoại Hy Lạp (Tái Bản 2020)', 397, '2013/04/21', 20);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Trong Khi Chờ Đợi Godot', 100, '2016/02/26', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vì Con Gái Tôi Có Thể Đánh Bại Cả Ma Vương - Tập 1 (Tái Bản 2022) - Tặng Kèm Bookmark + Poster', 411, '2016/05/25', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Án Mạng Bạch Tuyết', 358, '2011/08/21', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Truyền Ký Ức (Tái Bản 2020)', 323, '2006/02/06', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tiếng Việt Phương Nam - Tiếng Việt Giàu Đẹp', 146, '2012/07/04', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sword Art Online Aincrad 002 (Tái Bản)', 446, '2005/03/21', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bí Mật Ngôi Mộ Cổ', 274, '2010/04/12', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đèn Không Hắt Bóng (Tái Bản 2018)', 259, '2009/07/09', 7);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Hoa Cho Người Chết - Tập 1: Tiệm Quan Tài Trắng Ở London', 418, '2016/09/13', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Mặt Trời Cũng Là Một Vì Sao', 256, '2003/12/28', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Quách Lâm Kiều Gia - Tập 1: Oan Gia Tiệm Mỳ Vắt', 404, '2010/02/02', 28);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vừa Nhắm Mắt Vừa Mở Cửa Số (Tái Bản 2022)', 444, '2011/12/20', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Kafka Bên Bờ Biển (Tái Bản 2020)', 243, '2009/10/03', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhà Có Cụ Mèo Già', 481, '2007/01/18', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhật Ký Trong Tù (Tái Bản 2020)', 481, '2008/08/18', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Hạt Dẻ', 205, '2007/10/12', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tội Ác Và Hình Phạt', 246, '2014/07/21', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Grimgar - Ảo Ảnh Và Tro Tàn - Tập 2', 396, '2005/02/24', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Khi Bình Minh Tới Tớ Sẽ Đến Gặp Cậu Đầu Tiên - Tặng Kèm 2 Bookmark Bo Góc', 489, '2002/09/12', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bàn Có 5 Chỗ Ngồi (Tái Bản 2018)', 346, '2005/09/17', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Khi Chủ Tịch Không Yêu Nữ Chính (Bộ 2 tập) - Tặng Kèm Bookmark + Postcard', 459, '2009/09/28', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Ông Trăm Tuổi Trèo Qua Cửa Số Và Biến Mất (Tái Bản 2018)', 203, '2016/05/10', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', '999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Phiên Bản Song Ngữ) - Tập 1', 115, '2016/09/26', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chiếc Hộp Rỗng Và Maria Lần 0 - Tập 4 - Tặng Kèm Postcard Hình Nhân Vật', 451, '2002/03/18', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Những Cuộc Phiêu Lưu Của Huckleberry Finn', 379, '2013/04/04', 24);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Kỳ Nghỉ Dưỡng Của Chàng Quý Tộc Ôn Hòa - Tập 1 - Tặng Kèm Bookmark + Popup Standee + Postcard Ivory', 409, '2004/09/28', 11);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tui Ship Đối Thủ X Tui - Tặng Kèm Bookmark + Postcard', 297, '2013/12/29', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nếu Em Không Phải Giấc Mơ (Tái Bản 2021)', 172, '2014/08/05', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhân Chứng Buộc Tội - The Witness For The Prosecution', 107, '2008/12/29', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đồng Thoại Đen', 402, '2011/07/09', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Già Sao Cho Sướng? - Để Có Một Tuổi Già Hạnh Phúc (Tái Bản 2019)', 362, '2007/11/24', 30);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Thần Thoại Hy Lạp', 120, '2008/11/19', 31);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Bên Gối', 111, '2014/06/15', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sau Giờ Học', 459, '2008/10/07', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chiến Binh Cầu Vồng (Tái Bản 2020)', 251, '2016/04/01', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Grimgar - Ảo Ảnh Và Tro Tàn - Tập 5', 454, '2002/12/08', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Toán Học, Một Thiên Tiểu Thuyết', 366, '2007/10/29', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bảy Năm Vẫn Ngoảnh Về Phương Bắc (Bộ 2 Tập: 6.7)', 459, '2003/11/18', 18);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Date A Live - Tập 6', 202, '2008/11/22', 14);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Biến Thân', 236, '2006/09/29', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Con Trai Mấy Anh Chơi Game Đỉnh Quá Đi - Tặng Kèm Set Bookmark Chanh Và Măng Cụt In 2 Mặt', 416, '2007/10/11', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Harry Potter Và Hoàng Tử Lai - Tập 6 (Tái Bản 2017)', 277, '2007/04/20', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tận Thế Nếu Không Bận, Anh Cứu Chúng Em Nhé? #EX - Tặng Kèm Postcard Ivory', 463, '2016/04/05', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Hai Mặt Của Gia Đình', 101, '2003/10/06', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chuyện Con Ốc Sên Muốn Biết Tại Sao Nó Chậm Chạp (Tái Bản 2018)', 384, '2005/01/24', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Lũ Ngốc, Bài Thi và Linh Thú Triệu Hồi - Tập 12.5 - Tặng Kèm Postcard PVC', 184, '2015/03/20', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sắc Xanh Còn Mãi', 380, '2008/03/26', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Kafka Bên Bờ Biển (Tái Bản 2020)', 334, '2007/05/30', 9);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đã Quá Muộn Khi Bạn Đọc Cuốn Sách Này (Bí Mật - Tập 2)', 343, '2016/12/10', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Xuyên Thành Phản Diện Biết Sống Sao Đây? - Tập 1', 471, '2014/12/31', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Tìm Xác - Tập 1', 398, '2007/02/08', 23);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'SPY ROOM - Lớp Học Điệp Viên - Tập 3: Bouga Annette - Bản Đặc Biệt 2 - Tặng Kèm Bookmark + Bộ Postcard Metalize + Thẻ Nhân Vật + Huy Hiệu', 455, '2007/12/12', 3);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhật Ký Trong Tù (Tái Bản 2020)', 115, '2003/12/10', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Grimgar - Ảo Ảnh Và Tro Tàn - Tập 2', 209, '2008/01/20', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Vừa Nhắm Mắt Vừa Mở Cửa Số (Tái Bản 2022)', 455, '2003/09/28', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Bàn Có 5 Chỗ Ngồi (Tái Bản 2018)', 153, '2010/12/26', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhà Có Cụ Mèo Già', 463, '2012/11/18', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Ông Trăm Tuổi Trèo Qua Cửa Số Và Biến Mất (Tái Bản 2018)', 226, '2008/07/04', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Hạt Dẻ', 286, '2003/09/27', 12);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', '999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Phiên Bản Song Ngữ) - Tập 1', 454, '2012/08/26', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Những Cuộc Phiêu Lưu Của Huckleberry Finn', 271, '2016/06/28', 24);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tội Ác Và Hình Phạt', 402, '2002/11/06', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Khi Bình Minh Tới Tớ Sẽ Đến Gặp Cậu Đầu Tiên - Tặng Kèm 2 Bookmark Bo Góc', 241, '2015/05/10', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Tui Ship Đối Thủ X Tui - Tặng Kèm Bookmark + Postcard', 388, '2012/03/27', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhân Chứng Buộc Tội - The Witness For The Prosecution', 176, '2008/03/20', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đồng Thoại Đen', 476, '2016/08/03', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Khi Chủ Tịch Không Yêu Nữ Chính (Bộ 2 tập) - Tặng Kèm Bookmark + Postcard', 440, '2006/06/21', 1);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Già Sao Cho Sướng? - Để Có Một Tuổi Già Hạnh Phúc (Tái Bản 2019)', 111, '2003/04/13', 30);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Ngoảnh Lại Đã Một Đời', 428, '2006/07/29', 13);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chiếc Hộp Rỗng Và Maria Lần 0 - Tập 4 - Tặng Kèm Postcard Hình Nhân Vật', 235, '2008/11/02', 17);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', '[Bản Đặc Biệt] Công Việc Của Long Vương - Tập 5 - Tặng Kèm Bookmark Mẫu Ngẫu Nhiên + 1 Poster (35x16cm)', 472, '2008/01/10', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Kỳ Nghỉ Dưỡng Của Chàng Quý Tộc Ôn Hòa - Tập 1 - Tặng Kèm Bookmark + Popup Standee + Postcard Ivory', 104, '2011/12/06', 11);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Ma Kết (Tái Bản 2019)', 360, '2002/05/08', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đời Về Cơ Bản Là Buồn Cười (Tái Bản 2020)', 446, '2015/04/17', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Sherlock Holmes Toàn Tập (Trọn Bộ 3 Tập)', 439, '2006/02/01', 7);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Va Chạm (Bộ 2 Tập)', 420, '2011/02/02', 32);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nếu Em Không Phải Giấc Mơ (Tái Bản 2021)', 268, '2012/07/30', 8);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Án Mạng Trên Sông Nile (Tái Bản 2021)', 112, '2001/07/03', 10);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Chí Phèo (2017)', 298, '2002/02/01', 20);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Đã Quá Muộn Khi Bạn Đọc Cuốn Sách Này (Bí Mật - Tập 2)', 459, '2011/09/03', 6);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Xuyên Thành Phản Diện Biết Sống Sao Đây? - Tập 1', 361, '2003/08/24', 5);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'SPY ROOM - Lớp Học Điệp Viên - Tập 3: Bouga Annette - Bản Đặc Biệt 2 - Tặng Kèm Bookmark + Bộ Postcard Metalize + Thẻ Nhân Vật + Huy Hiệu', 392, '2009/07/20', 3);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Người Tìm Xác - Tập 1', 460, '2003/06/11', 23);
insert into Book (id, isbn, title, num_page, publication_date, publisher_id) values (default, 'isbnxxx', 'Nhật Ký Trong Tù (Tái Bản 2020)', 128, '2002/07/26', 6);
